Rank,Title,Director,Tagline,Overview,Runtime,Genres,Release Year,Cast,Rating
9277,The Heart Is Deceitful Above All Things,Asia Argento,Behind the greatest hoax of our time is the heartbreaking story that started it all.,"Young Jeremiah lives in a stable environment with loving foster parents until the day his troubled mother, Sarah, returns to claim him. Jeremiah becomes swept up in his mother's dangerous world of drugs, seedy hotels, strip joints and revolving lovers. Salvation comes in the form of the boy's ultrareligious grandparents, but soon Jeremiah's mother returns. Maternal love binds the pair together on the road until Sarah's desperate and depraved lifestyle finally consumes her.",98,Drama,2004,"Asia Argento, Jimmy Bennett, Jeremy Renner, Winona Ryder, Ornella Muti, Peter Fonda, Dylan Sprouse, Kara Kemp, Cole Sprouse, Kip Pardue, Ben Foster, Matt Schulze",5.87
9278,King Kong vs. Godzilla,"Ishirō Honda, Thomas Montgomery",The Terrifying Battle Between The Mightiest Monsters of All Time!,"When an underhanded pharmaceutical company goes to a remote tropical island to steal King Kong for advertising purposes, they get more than they bargained for when the gigantic ape attacks an unsuspecting village and an enormous octopus.",96,"Action, Science Fiction, Horror",1963,"Michael Keith, Harry Holcombe, James Yagi, Tadao Takashima, Kenji Sahara, Ichirō Arishima, Byron Morrow, Les Tremayne, George Takei, Mie Hama, Akiko Wakabayashi, Akemi Negishi",6.7
9279,Marvel Studios: Assembling a Universe,N/A,,"A look at the story behind Marvel Studios and the Marvel Cinematic Universe, featuring interviews and behind-the-scenes footage from all of the Marvel films, the Marvel One-Shots and ""Marvel's Agents of S.H.I.E.L.D.""",43,"Documentary, TV Movie",2014,"Robert Downey Jr., Clark Gregg, Scarlett Johansson, Kenneth Branagh, Hayley Atwell, Victoria Alonso, Mark Ruffalo, Samuel L. Jackson, Chris Hemsworth, Chris Evans, Kevin Feige, Dan Buckley",6.9
9280,Election,Alexander Payne,Reading. Writing. Revenge.,"Tracy Flick is running unopposed for this year’s high school student election. But Jim McAllister has a different plan. Partly to establish a more democratic election, and partly to satisfy some deep personal anger toward Tracy, Jim talks football player Paul Metzler to run for president as well.",103,"Comedy, Romance, Drama, Mystery",1999,"Matthew Broderick, Reese Witherspoon, Chris Klein, Jessica Campbell, Mark Harelik, Phil Reeves, Molly Hagan, Delaney Driscoll, Colleen Camp, Frankie Ingrassia, Matt Malloy, Jeanine Jackson",6.9
9281,Life After Beth,Jeff Baena,Boy meets girl. Girl eats boy.,"Zach is devastated by the unexpected death of his girlfriend, Beth. When she mysteriously returns, he gets a second chance at love. Soon his whole world turns upside down...",90,"Romance, Comedy, Horror",2014,"Aubrey Plaza, Dane DeHaan, John C. Reilly, Molly Shannon, Cheryl Hines, Paul Reiser, Matthew Gray Gubler, Anna Kendrick, Eva La Dare, Paul Weitz, Michelle Azar, Jim O'Heir",5.456
9282,City by the Sea,Michael Caton-Jones,When you're searching for a killer... the last suspect you want to see is your son.,"Vincent LaMarca is a dedicated and well-respected New York City police detective who has gone to great lengths to distance himself from his past, but then makes the terrible discovery that his own son has fallen into a life of crime.",108,"Crime, Drama, Mystery",2002,"Robert De Niro, Frances McDormand, James Franco, Eliza Dushku, William Forsythe, Patti LuPone, Anson Mount, John Doman, Brian Tarantina, Drena De Niro, Michael P. Moran, Nestor Serrano",5.745
9283,Harlem Nights,Eddie Murphy,They're up to something big.,"'Sugar' Ray is the owner of an illegal casino and must contend with the pressure of vicious gangsters and corrupt police who want to see him go out of business. In the world of organised crime and police corruption in the 1920s, any dastardly trick is fair.",116,"Comedy, Crime, Drama",1989,"Eddie Murphy, Richard Pryor, Redd Foxx, Danny Aiello, Michael Lerner, Della Reese, Berlinda Tolbert, Lela Rochon, Jasmine Guy, Christopher Jackson, Stan Shaw, Vic Polizos",6.1
9284,Employee of the Month,Greg Coolidge,"In order to get the girl, he's gotta get his shift together.","When he hears that the new female employee digs ambitious men who are the store employee of the month, a slacker gets his act together but finds himself in competition with his rival, an ambitious co-worker.",103,"Comedy, Romance",2006,"Dane Cook, Jessica Simpson, Dax Shepard, Andy Dick, Tim Bagley, Brian George, Efren Ramirez, Marcello Thedford, Danny Woodburn, Harland Williams, Sean Whalen, Barbara Dodd",5.586
9285,Reign of the Supermen,Sam Liu,Nothing ever truly dies.,"In the wake of The Death of Supermen, the world is still mourning the loss of the Man of Steel following his fatal battle with the monster Doomsday. However, no sooner as his body been laid to rest than do four new bearers of the Superman shield come forward to take on the mantle. The Last Son of Krypton, Superboy, Steel, and the Cyborg Superman all attempt to fill the vacuum left by the world's greatest champion. Meanwhile, Superman's death has also signaled to the universe that Earth is vulnerable. Can these new Supermen and the rest of the heroes prove them wrong?",87,"Science Fiction, Animation, Action",2019,"Jerry O'Connell, Rebecca Romijn, Rainn Wilson, Cress Williams, Cameron Monaghan, Charles Halford, Patrick Fabian, Rosario Dawson, Jason O'Mara, Shemar Moore, Nathan Fillion, Christopher Gorham",7.045
9286,Doraemon: Nobita and the Robot Kingdom,Tsutomu Shibayama,,"Doraemon and friends travels into another world via the time machine; where humans and robots are living together. However they soon find out that the Empress of Robot Kingdom was trying to capture robots there and turn them emotionless. As the situation goes tense, our heroes sets out to stop the Empress and her plan.",80,"Animation, Adventure, Fantasy, Science Fiction, Family",2002,"Nobuyo Oyama, Noriko Ohara, Michiko Nomura, Kaneta Kimotsuki, Kazuya Tatekabe, Houko Kuwashima, Chiharu Niiyama, Konishiki, Sachiko Chijimatsu, Masako Nozawa, Kazuko Sugiyama, Takanobu Hozumi",6.905
9287,Chances Are,Emile Ardolino,"Alex has a lifetime full of wonderful memories. Unfortunately, they're not his.","Louie Jeffries is happily married to Corinne. On their first anniversary, Louie is killed crossing the road. Louie is reincarnated as Alex Finch, and twenty years later, fate brings Alex and Louie's daughter, Miranda, together. It's not until Alex is invited to Louie's home that he begins to remember his former life, wife and best friend. Of course, there's also the problem that he's attracted to Louie's/his own daughter.",108,"Fantasy, Comedy, Romance",1989,"Cybill Shepherd, Robert Downey Jr., Ryan O'Neal, Mary Stuart Masterson, Christopher McDonald, Josef Sommer, Joe Grifasi, Henderson Forsythe, Susan Ruttan, Lester Lanin, Richard DeAngelis, James Noble",6.636
9288,The Great Outdoors,Howard Deutch,"The wildlife is wild, but his brother-in-law in unbearable.","It's vacation time for outdoorsy Chicago man Chet Ripley, along with his wife, Connie, and their two kids, Buck and Ben. But a serene weekend of fishing at a Wisconsin lakeside cabin gets crashed by Connie's obnoxious brother-in-law, Roman Craig, his wife, Kate, and the couple's two daughters. As the excursion wears on, the Ripleys find themselves at odds with the stuffy Craig family.",91,Comedy,1988,"Dan Aykroyd, John Candy, Stephanie Faracy, Annette Bening, Chris Young, Lucy Deakins, Robert Prosky, Ian Giatti, Hilary Gordon, Rebecca Gordon, Zoaunne LeRoy, Nancy Lenehan",6.448
9289,America: The Motion Picture,Matt Thompson,This summer they're redrawing history.,A chainsaw-wielding George Washington teams with beer-loving bro Sam Adams to take down the Brits in a tongue-in-cheek riff on the American Revolution.,98,"Animation, Action, Comedy",2021,"Channing Tatum, Jason Mantzoukas, Olivia Munn, Bobby Moynihan, Judy Greer, Will Forte, Raoul Max Trujillo, Killer Mike, Simon Pegg, Andy Samberg, Carlos Alazraqui, Jason Barnes",5.729
9290,Malcolm & Marie,Sam Levinson,Madly in love.,"As a filmmaker and his girlfriend return home from his movie premiere, smoldering tensions and painful revelations push them toward a romantic reckoning.",106,"Drama, Romance",2021,"John David Washington, Zendaya",7.055
9291,Jagged Edge,Richard Marquand,"When a murder case is this shocking, which do you trust? Your emotions or your evidence?","San Francisco heiress Page Forrester is brutally murdered in her remote beach house. Her husband Jack is devastated by the crime but soon finds himself accused of her murder. He hires lawyer Teddy Barnes to defend him, despite the fact she hasn't handled a criminal case for many years. There's a certain chemistry between them and Teddy soon finds herself defending the man she loves.",108,Thriller,1985,"Glenn Close, Jeff Bridges, Peter Coyote, Lance Henriksen, Robert Loggia, Michael Dorn, Maria Mayenzet, William Allen Young, Ben Hammer, James Karen, Al Ruscio, Bruce French",6.285
9292,The Fan,Tony Scott,All fans have a favorite player.  This one has a favorite target.,"When the San Francisco Giants pay center-fielder, Bobby Rayburn $40 million to lead their team to the World Series, no one is happier or more supportive than #1 fan, Gil Renard.  When Rayburn becomes mired in the worst slump of his career, the obsessed Renard decides to stop at nothing to help his idol regain his former glory—not even murder.",116,"Thriller, Action, Drama",1996,"Robert De Niro, Wesley Snipes, Ellen Barkin, John Leguizamo, Benicio del Toro, Patti D'Arbanville, Chris Mulkey, Andrew J. Ferchland, Brandon Hammond, Charles Hallahan, Dan Butler, Kurt Fuller",5.95
9293,My Girlfriend 2,Han Dae-wi,,"Every day, a hot Min-cheol-nahee couple. Na-hee goes home to introduce Min-cheol to her sister Eun-young. After a brief greeting, they immediately go into the room and have hot sex. Eun-young accidentally saw her. From that night, Min-cheol keeps thinking and masturbating. One day, Na-hee leaves the house to meet a friend, and Min-cheol comes to the house. We are going to drink together, and Mincheol wants to soothe her for being lonely without a lover...",70,Romance,2020,"Sae Bom, Jo Wan-jin, Yeo Reum, Kang Min-woo",0.0
9294,Alien Outpost,Jabbar Raisani,Mankind's Last Stand,A documentary crew follows an elite unit of soldiers in the wake of an alien invasion.,93,"Thriller, Action, Science Fiction",2014,"Joe Reegan, Matthew Holmes, Rick Ravanello, Douglas Tait, Adrian Paul, Andy Davoli, Brandon Auret, Nic Rasenti, Darron Meyer, Scott E. Miller, Reiley McClendon, Sven Ruygrok",5.214
9295,The Boat That Rocked,Richard Curtis,On air. Off shore. Out of control.,"An ensemble comedy, where the romance is between the young people of the 60s, and pop music. It's about a band of DJs that captivate Britain, playing the music that defines a generation and standing up to a government that  wanted control of popular culture via the British Broadcasting Corporation. Loosely based on the events in Britain in the 60's when the Labour government of Harold Wilson, wanted to bring the pirate radio stations under control, enough to see the passage of the Marine Broadcasting Offences Act on 15 August 1967. Also known as ""Pirate Radio"".",135,"Drama, Comedy",2009,"Tom Sturridge, Philip Seymour Hoffman, Rhys Ifans, Bill Nighy, Emma Thompson, Nick Frost, Kenneth Branagh, January Jones, Gemma Arterton, Jack Davenport, Rhys Darby, Chris O'Dowd",7.252
9296,Cube,Yasuhiko Shimizu,"Once you're in, It's over.",Six complete strangers with widely varying personalities are involuntarily placed in an endless maze of interlocking cube-shaped rooms containing deadly traps.,108,"Thriller, Mystery, Science Fiction",2021,"Masaki Suda, Anne Watanabe, Masaki Okada, Hikaru Tashiro, Takumi Saitoh, Kotaro Yoshida, Tokio Emoto",5.427
9297,Submission,Salvatore Samperi,The more erotic it gets... the more beautiful it feels.,"In wartime France, Pharmacist Eliane begins a torrid affair with her shop assistant Armand, but she soon becomes dominated by him. He demands more and more from her, humiliating her and putting her family at risk.",116,Drama,1976,"Lisa Gastoni, Franco Nero, Raymond Pellegrin, Andréa Ferréol, Claudia Marsani, Antonio Altoviti, Carla Calò, Franco Patano, John Stacy",6.325
9298,Mighty Morphin Power Rangers: The Movie,Bryan Spicer,"Each has a power. Each has a purpose. And together, they will face their fiercest enemy.","Six incredible teens out-maneuver and defeat evil everywhere as the Mighty Morphin Power Rangers, but this time the Power Rangers may have met their match when they face off with Ivan Ooze, the most sinister monster the galaxy has ever seen.",96,"Action, Adventure, Science Fiction, Fantasy",1995,"David Yost, Steve Cardenas, Amy Jo Johnson, Karan Ashley, Johnny Yong Bosch, Jason David Frank, Richard Steven Horvitz, Paul Schrier, Jason Narvy, Paul Freeman, Nicholas Bell, Robert L. Manahan",5.798
9299,The Ballad of Cable Hogue,Sam Peckinpah,Cable Hogue says … “Do unto others … as you would have others do unto you.”,"Double-crossed and left without water in the desert, Cable Hogue is saved when he finds a spring. It is in just the right spot for a much needed rest stop on the local stagecoach line, and Hogue uses this to his advantage. He builds a house and makes money off the stagecoach passengers. Hildy, a prostitute from the nearest town, moves in with him. Hogue has everything going his way until the advent of the automobile ends the era of the stagecoach.",121,"Comedy, Western, Action",1970,"Jason Robards, Stella Stevens, Slim Pickens, David Warner, L.Q. Jones, Strother Martin, R. G. Armstrong, Peter Whitney, Gene Evans, William Mims, Susan O'Connell, Vaughn Taylor",7.024
9300,The Old Man and the Sea,John Sturges,SPENCER TRACY in his most suspenseful role...ERNEST HEMINGWAY'S story of Heroism...Defeat...Victory!,"Santiago is an aging, down-on-his-luck, Cuban fisherman who, after catching nothing for nearly 3 months, hooks a huge Marlin and struggles to land it far out in the Gulf Stream.",86,"Adventure, Drama",1958,"Spencer Tracy, Felipe Pazos, Harry Bellaver, Don Diamond, Mary Hemingway, Joey Ray, Mauritz Hugo, Tony Rosa, Don Blackman",6.485
9301,Circle,"Aaron Hann, Mario Miscione",In here…everything gets you killed.,"In a massive, mysterious chamber, fifty strangers awaken to find themselves trapped with no memory of how they got there.  Organized in an inward-facing circle and unable to move, they quickly learn that every two minutes, one of them must die…executed by a strange device in the center of the room.",87,"Science Fiction, Mystery, Drama, Thriller, Horror",2015,"Julie Benz, Carter Jenkins, Cesar Garcia, Mercy Malick, Lisa Pelikan, Molly Jackson, Sara Sanderson, Michael Nardelli, Lawrence Kao, Fay DeWitt, Kurt Long, Kevin Sheridan",6.016
